length,diameter,height,whole-weight,shucked-weight,viscera-weight,shell-weight,sex_F,sex_I,sex_M,rings
134,103,33,234.7,105.2,57.0,63.2,0,0,1,11
106,86,27,175.8,56.0,43.3,50.0,0,0,1,10
92,69,21,89.8,39.2,18.9,25.3,0,1,0,7
94,76,25,96.9,42.2,21.5,28.4,0,1,0,6
103,78,31,142.5,73.9,27.4,31.0,0,0,1,7
123,95,35,238.8,111.8,51.8,63.3,1,0,0,11
140,108,41,348.0,157.7,74.6,97.3,0,0,1,13
67,48,19,34.0,12.4,7.8,11.0,0,1,0,9
95,73,23,99.8,46.4,17.7,31.2,0,1,0,10
100,80,29,120.5,43.2,27.6,42.0,0,0,1,11
75,59,22,60.1,25.1,11.5,20.7,1,0,0,7
102,80,29,115.5,46.2,28.6,35.4,0,1,0,9
138,108,31,290.8,124.8,62.1,78.0,1,0,0,9
82,65,22,65.2,26.5,15.0,20.2,0,1,0,8
118,94,29,184.7,90.9,34.6,50.8,0,0,1,9
103,80,28,143.3,69.9,31.9,35.7,0,1,0,8
95,68,21,90.7,40.6,16.0,29.3,0,1,0,9
100,77,24,112.0,56.7,20.6,27.0,0,1,0,8
115,96,33,215.6,102.2,41.9,61.2,1,0,0,9
107,84,29,137.7,54.6,30.3,47.4,0,1,0,9
89,72,22,84.7,36.4,15.3,28.0,0,1,0,9
108,95,31,185.6,78.8,38.8,52.0,1,0,0,11
125,94,35,235.8,121.0,51.6,54.2,0,0,1,9
109,83,40,271.6,113.4,63.6,80.6,1,0,0,10
112,86,25,160.5,62.6,34.3,52.6,1,0,0,13
116,92,24,198.7,92.5,47.7,56.0,1,0,0,11
105,80,28,120.2,52.5,25.7,36.7,0,1,0,9
50,37,13,14.2,5.4,3.7,4.5,0,1,0,5
129,104,38,262.1,116.0,57.6,74.0,1,0,0,12
113,88,30,172.6,87.0,29.8,54.0,1,0,0,9
83,66,18,71.9,34.0,16.2,18.0,0,1,0,6
107,80,29,141.0,61.3,27.3,44.0,0,1,0,10
101,79,25,127.0,58.0,31.1,35.0,0,0,1,9
95,75,25,118.6,55.4,23.0,36.0,0,0,1,10
133,100,35,287.1,128.6,69.0,74.0,1,0,0,9
130,100,32,276.5,140.4,60.8,63.9,1,0,0,9
111,92,29,180.1,76.9,31.6,55.3,0,1,0,11
112,86,30,174.9,90.6,32.2,44.0,1,0,0,8
101,78,25,108.9,49.2,30.0,28.1,1,0,0,7
95,72,29,126.5,56.5,27.4,38.0,0,1,0,8
118,92,32,202.3,89.0,52.3,51.3,1,0,0,8
115,94,28,167.5,69.7,34.7,48.0,0,0,1,11
77,61,19,50.4,18.3,11.0,18.0,0,1,0,14
100,80,25,134.5,67.2,24.0,36.5,0,0,1,7
122,96,30,240.0,112.0,49.1,56.0,0,0,1,14
125,96,34,270.5,124.7,55.6,73.0,1,0,0,10
136,103,32,246.9,123.6,52.5,65.0,0,0,1,11
126,101,30,263.3,126.5,49.3,74.0,0,0,1,11
134,104,39,361.3,151.6,74.7,101.1,1,0,0,11
100,73,26,118.9,61.8,21.7,30.7,0,0,1,9
141,111,39,350.5,142.1,84.3,103.2,1,0,0,12
80,60,22,59.7,27.5,14.2,15.0,0,1,0,6
126,98,31,250.5,126.0,49.2,57.8,0,0,1,9
130,100,33,228.9,97.0,43.6,73.0,1,0,0,12
125,96,31,240.7,117.3,47.8,63.7,1,0,0,12
84,65,20,73.6,33.5,12.5,22.7,0,1,0,11
110,82,25,152.1,50.1,32.7,39.0,0,0,1,14
151,125,42,501.0,239.3,102.6,135.7,1,0,0,11
94,73,24,108.6,45.9,29.9,30.0,1,0,0,9
47,32,12,10.9,5.3,1.9,3.0,0,0,1,4
105,77,20,102.3,49.2,20.1,29.1,0,0,1,8
91,72,23,91.4,41.7,17.1,29.4,0,1,0,10
112,87,36,177.8,72.0,40.8,50.0,0,0,1,11
125,98,22,227.2,105.3,38.3,58.5,1,0,0,9
104,82,28,139.8,67.9,25.8,38.9,0,1,0,10
110,90,35,219.7,75.3,43.0,80.0,0,0,1,14
123,92,30,205.3,98.7,40.2,54.9,1,0,0,10
88,70,25,91.2,42.0,19.1,26.2,0,1,0,8
136,110,35,294.6,142.6,56.4,85.9,1,0,0,11
74,58,18,48.2,22.0,9.0,13.8,0,0,1,10
119,95,34,219.3,83.8,45.8,70.0,0,0,1,17
133,103,36,277.8,118.9,64.8,79.0,1,0,0,10
123,95,31,214.7,87.5,51.7,62.0,0,0,1,11
92,66,30,106.5,41.7,36.1,25.0,1,0,0,10
109,86,30,148.4,70.5,31.6,41.6,0,1,0,10
110,84,34,169.3,67.2,48.1,49.0,0,0,1,13
113,91,35,202.6,68.4,41.4,70.0,1,0,0,19
114,93,36,199.9,81.0,55.4,59.0,1,0,0,16
94,74,22,111.1,50.0,23.0,32.6,0,1,0,8
94,71,24,98.3,35.3,22.5,26.5,0,1,0,9
98,78,28,141.4,55.9,43.7,36.0,0,0,1,13
93,74,23,106.8,52.2,19.6,28.6,0,1,0,7
117,93,29,197.1,86.5,42.9,56.9,1,0,0,10
95,72,20,85.7,39.3,19.8,22.4,0,0,1,7
122,95,28,226.6,105.5,47.1,70.0,1,0,0,11
92,85,31,149.2,60.1,30.4,48.0,1,0,0,8
94,73,27,104.4,47.9,30.5,29.0,0,0,1,10
120,95,30,224.0,113.0,49.3,54.0,0,1,0,10
75,52,16,41.5,18.0,8.3,14.0,0,1,0,6
49,36,13,12.7,4.9,2.7,4.0,0,0,1,4
127,100,38,258.0,118.6,60.9,70.4,1,0,0,8
83,62,22,59.3,24.6,11.4,19.9,0,1,0,10
128,96,29,222.9,101.6,48.0,68.0,1,0,0,10
90,70,22,102.8,50.6,20.9,28.0,0,1,0,8
120,94,32,202.4,88.2,40.3,61.0,0,0,1,10
69,53,18,32.6,12.3,7.4,9.7,0,0,1,10
144,116,39,420.6,205.3,96.0,107.5,1,0,0,10
108,84,28,125.5,50.1,23.5,47.0,0,1,0,9
70,56,15,39.2,16.4,8.0,12.8,0,1,0,8
74,58,16,50.9,21.6,11.3,14.0,0,1,0,6
141,112,34,291.5,121.4,63.6,88.0,1,0,0,11
116,90,24,173.7,83.6,29.5,52.1,0,0,1,8
125,104,35,282.1,138.2,64.4,69.3,0,0,1,10
134,104,30,281.2,103.8,69.6,74.0,1,0,0,13
130,105,36,325.2,119.4,68.9,106.0,0,1,0,18
132,100,31,275.3,129.7,57.6,67.0,1,0,0,12
129,103,35,322.3,134.9,76.8,77.0,0,0,1,14
130,104,39,325.5,137.8,78.1,86.4,1,0,0,11
125,94,36,227.2,90.2,64.9,61.0,0,0,1,11
125,97,30,208.8,87.6,57.3,55.6,0,1,0,9
114,87,29,181.1,78.5,47.1,55.0,0,0,1,10
87,67,22,82.2,40.5,18.9,20.0,0,1,0,7
121,94,36,228.1,75.1,56.1,77.0,0,0,1,15
118,94,36,237.4,119.7,45.4,62.0,0,0,1,9
119,98,37,237.0,96.4,40.3,72.2,0,0,1,10
95,74,25,107.4,44.4,24.3,30.0,0,0,1,9
163,130,50,451.0,178.1,84.0,159.5,1,0,0,14
134,105,39,284.0,114.6,73.6,78.1,1,0,0,10
145,114,38,466.1,250.6,108.2,104.0,0,0,1,9
116,90,39,165.3,80.7,34.6,45.0,1,0,0,9
88,71,23,83.0,31.7,18.5,26.2,1,0,0,11
108,87,36,199.2,76.7,45.2,65.0,0,0,1,17
123,91,30,186.7,76.4,49.4,52.3,0,0,1,10
113,101,42,255.3,100.2,55.8,71.0,1,0,0,12
126,95,30,214.4,86.6,59.5,63.0,1,0,0,8
93,75,27,120.0,44.5,25.8,46.0,1,0,0,16
76,57,17,47.4,23.0,8.1,14.0,0,1,0,6
88,68,21,72.8,29.6,16.1,23.5,1,0,0,8
45,32,9,9.3,5.0,3.0,3.0,0,1,0,4
80,62,20,25.4,21.2,14.2,17.0,0,1,0,7
79,65,21,61.2,22.2,14.7,19.0,0,1,0,8
142,113,39,363.4,157.0,98.4,98.0,1,0,0,11
115,87,31,179.5,82.3,46.5,46.0,1,0,0,9
94,73,20,82.2,35.0,17.1,27.0,0,1,0,8
113,80,26,139.5,61.5,33.3,36.0,1,0,0,8
105,80,26,129.1,65.0,24.9,34.0,0,1,0,8
110,83,27,162.9,85.4,37.1,35.0,1,0,0,8
135,102,37,294.6,125.9,60.5,84.9,1,0,0,11
136,106,36,305.8,152.7,62.3,80.5,0,0,1,11
102,80,24,140.1,69.4,22.1,39.0,1,0,0,10
151,116,41,401.3,165.9,80.3,119.0,0,0,1,10
75,57,18,51.4,20.9,12.4,15.0,0,1,0,7
129,96,38,274.2,138.5,58.1,70.0,1,0,0,12
104,93,30,190.1,91.2,39.8,51.0,0,0,1,8
109,86,31,160.7,81.8,28.8,45.6,0,0,1,7
100,76,27,105.7,45.2,24.6,41.8,0,1,0,8
40,29,12,7.4,2.5,1.9,2.2,0,1,0,4
98,75,23,92.3,40.8,18.9,28.6,0,1,0,8
113,91,26,211.6,87.8,52.9,60.0,1,0,0,10
94,75,24,116.1,53.2,18.7,33.8,0,0,1,8
105,79,33,156.4,57.0,28.1,57.0,0,0,1,19
108,86,28,163.9,78.7,34.5,45.9,0,1,0,9
55,41,13,20.2,8.2,4.2,6.8,0,1,0,5
132,100,35,265.5,111.2,56.1,81.7,1,0,0,9
120,94,27,194.0,93.1,39.1,52.8,1,0,0,11
99,78,25,133.1,56.8,32.4,40.0,0,1,0,11
88,69,21,85.7,33.0,16.6,26.4,1,0,0,11
105,80,26,128.9,69.0,25.7,40.0,0,1,0,8
160,126,39,505.2,186.6,118.0,124.0,1,0,0,23
136,114,41,368.4,125.0,81.6,130.0,1,0,0,20
103,74,23,122.9,68.3,31.0,29.2,0,0,1,9
101,78,23,132.0,60.9,31.1,35.0,1,0,0,8
118,92,29,198.1,90.6,44.1,55.0,1,0,0,8
51,38,12,17.2,8.0,3.7,5.0,0,1,0,5
88,65,18,70.0,29.6,13.4,21.0,0,1,0,7
112,93,32,206.3,86.4,40.5,67.4,1,0,0,9
114,91,30,192.0,77.4,47.7,55.0,0,0,1,11
114,91,30,221.4,108.0,51.0,54.0,1,0,0,8
117,92,37,184.4,72.7,42.6,57.0,0,0,1,10
65,49,15,29.9,12.1,6.6,9.0,0,1,0,5
95,67,20,88.5,37.9,17.2,27.0,0,1,0,9
115,90,29,174.4,93.5,36.0,43.4,0,1,0,9
106,81,24,126.4,54.3,29.6,37.5,0,1,0,9
129,100,35,302.1,134.7,75.1,75.5,0,0,1,12
114,87,28,171.7,78.1,39.2,45.9,1,0,0,8
101,80,25,154.0,54.7,31.8,51.0,0,0,1,13
56,40,13,17.9,7.2,3.7,6.0,0,1,0,7
68,52,17,37.7,16.3,6.7,12.0,0,1,0,6
90,68,24,98.5,48.2,21.5,24.0,0,1,0,6
69,51,20,39.4,14.2,10.2,12.0,1,0,0,9
125,95,32,266.7,121.0,57.5,63.8,1,0,0,10
76,55,20,45.1,16.0,9.8,17.0,0,1,0,10
70,50,14,36.0,13.1,9.6,10.8,0,1,0,6
109,88,35,154.9,59.7,37.5,53.0,1,0,0,11
91,69,25,88.0,33.8,21.3,27.0,0,0,1,12
90,69,22,94.0,47.1,17.1,22.7,0,1,0,7
115,94,31,223.2,101.8,47.6,68.0,1,0,0,10
102,80,28,138.1,51.8,30.2,46.0,0,0,1,10
126,101,39,261.2,103.2,66.1,75.0,1,0,0,9
128,95,35,230.9,97.3,68.2,57.6,1,0,0,9
128,104,35,249.6,84.9,51.9,96.0,1,0,0,12
110,86,29,142.4,60.5,30.4,45.0,0,1,0,10
114,90,33,180.6,66.1,36.9,59.0,1,0,0,14
88,70,27,87.0,36.3,16.6,25.0,0,1,0,12
110,86,31,157.0,57.8,45.4,46.6,1,0,0,11
66,50,19,41.7,20.4,7.9,10.4,0,1,0,7
22,18,6,1.6,0.5,0.4,0.6,0,1,0,3
80,63,18,66.0,30.2,13.6,16.0,0,1,0,6
86,67,23,81.2,33.2,18.7,27.0,0,0,1,8
40,28,11,7.0,2.9,1.6,2.0,0,0,1,5
76,55,19,27.5,17.2,11.7,12.1,0,1,0,7
140,117,37,361.5,141.1,64.3,95.0,1,0,0,29
105,80,27,142.8,63.6,27.6,41.6,1,0,0,10
75,56,19,44.5,17.5,8.6,16.0,0,0,1,10
113,85,20,142.9,61.1,33.2,36.0,0,0,1,12
97,74,26,105.2,49.7,21.0,31.1,0,0,1,6
129,102,31,307.8,128.1,71.7,86.0,0,0,1,11
123,93,30,184.6,92.3,36.5,48.3,1,0,0,9
59,42,16,20.0,7.6,5.2,6.2,0,1,0,8
108,85,24,163.4,58.9,30.6,39.0,0,0,1,10
121,87,26,180.5,86.4,34.8,52.0,0,1,0,11
115,87,28,169.1,80.2,38.2,44.4,0,0,1,9
123,105,31,227.5,73.4,47.2,74.0,0,0,1,20
100,76,25,115.4,53.8,25.3,30.7,0,0,1,9
109,82,23,135.3,58.0,31.6,44.0,1,0,0,9
120,92,29,186.5,79.7,44.9,49.6,1,0,0,8
93,72,22,99.1,53.3,17.0,24.2,0,0,1,7
62,46,14,24.9,10.1,5.3,7.6,0,1,0,6
132,107,40,358.2,146.6,63.6,108.0,0,0,1,15
130,109,33,313.2,132.9,69.1,83.0,1,0,0,16
133,105,42,328.8,163.6,67.9,85.5,1,0,0,10
139,106,38,345.2,152.5,87.2,91.0,0,0,1,11
108,77,28,153.1,65.3,23.2,47.3,1,0,0,10
116,93,32,206.9,63.0,52.0,72.7,0,0,1,12
120,98,42,397.5,201.0,83.8,98.2,0,0,1,10
139,103,35,303.3,115.6,82.1,78.0,0,0,1,15
110,83,27,155.0,60.4,35.8,52.0,1,0,0,23
127,99,39,234.4,89.0,62.3,69.5,0,0,1,11
60,46,19,27.7,11.2,7.3,7.4,0,1,0,6
54,38,16,16.2,5.3,3.9,6.0,0,1,0,6
112,89,33,205.7,90.7,50.6,55.0,0,1,0,11
45,33,11,11.8,5.4,2.5,3.0,0,1,0,4
71,54,20,43.2,16.6,7.4,15.0,0,1,0,10
119,99,37,257.0,83.2,44.8,97.0,1,0,0,13
117,87,35,196.4,81.1,49.9,54.0,1,0,0,10
130,95,33,277.5,116.0,69.7,61.9,1,0,0,9
125,96,35,213.0,97.3,51.8,57.0,0,0,1,10
131,105,32,292.0,137.2,62.2,81.0,0,0,1,11
123,100,35,275.4,111.7,66.0,58.4,1,0,0,12
100,77,21,99.6,35.9,21.9,34.0,1,0,0,17
53,40,13,16.8,6.8,2.1,6.0,0,0,1,7
99,75,28,98.8,36.2,19.5,38.2,0,1,0,8
124,97,34,241.6,96.1,60.9,66.0,0,1,0,15
121,95,38,225.1,118.0,49.4,52.0,0,0,1,10
124,93,37,254.8,115.8,61.3,64.0,0,0,1,12
117,94,33,281.8,160.0,45.8,59.0,0,0,1,10
125,99,33,252.4,101.4,63.6,78.0,1,0,0,10
127,101,37,260.7,100.2,59.0,82.0,1,0,0,17
83,65,22,63.2,27.7,15.9,18.5,0,1,0,8
114,87,25,179.3,76.6,36.7,55.0,0,0,1,9
93,65,28,152.3,72.4,30.7,41.8,0,1,0,10
128,100,36,299.9,118.6,62.8,86.2,1,0,0,11
48,36,11,11.1,4.7,2.6,3.6,0,1,0,4
103,81,26,114.6,42.6,26.8,39.0,0,1,0,9
91,69,22,86.8,41.4,17.1,24.3,0,1,0,8
138,106,34,310.7,158.9,69.7,73.9,1,0,0,9
117,84,31,206.8,87.4,44.5,64.0,1,0,0,11
124,102,35,323.0,102.1,38.4,135.0,0,0,1,12
144,109,39,349.5,164.3,76.6,94.1,0,0,1,11
115,97,33,208.1,83.8,52.8,60.0,1,0,0,14
131,109,38,284.9,126.5,66.6,75.6,0,0,1,10
104,79,25,162.3,80.7,33.2,40.0,0,0,1,7
41,30,13,8.0,4.0,2.2,2.6,0,1,0,4
74,56,20,44.2,23.3,5.3,12.7,0,1,0,6
119,97,29,250.3,100.7,58.5,66.0,1,0,0,14
63,46,14,32.8,12.5,8.0,9.0,0,1,0,6
132,107,35,303.5,142.2,62.5,83.0,1,0,0,12
104,78,26,110.9,47.1,21.9,37.9,0,1,0,7
118,89,27,154.3,65.6,34.9,46.0,0,1,0,9
81,65,22,71.5,29.0,14.5,22.0,1,0,0,12
76,54,19,43.8,16.7,10.3,14.0,0,0,1,6
96,74,26,117.7,49.5,30.1,31.9,1,0,0,15
51,37,12,18.5,7.8,4.2,5.0,0,1,0,6
109,88,33,148.8,57.5,40.8,50.0,0,0,1,15
97,80,31,146.2,47.2,36.6,51.0,1,0,0,11
116,90,37,199.1,78.9,54.4,57.0,1,0,0,11
97,76,25,104.3,44.3,23.6,32.0,0,1,0,8
76,55,22,51.2,22.0,10.7,15.1,0,1,0,6
146,116,38,347.5,135.7,86.9,104.0,1,0,0,11
123,94,32,203.5,94.6,47.9,56.0,0,0,1,10
124,97,33,226.5,104.7,50.1,56.5,0,0,1,9
121,96,28,198.2,94.7,46.9,48.0,1,0,0,8
129,105,40,289.8,120.2,51.3,101.0,1,0,0,13
131,108,43,368.8,148.5,65.4,117.0,0,0,1,22
63,49,17,28.7,10.6,9.5,10.0,0,1,0,8
133,102,35,276.1,135.0,59.7,65.0,1,0,0,10
90,67,23,78.7,39.0,14.2,22.0,0,1,0,7
87,75,22,83.1,34.0,15.2,29.0,0,1,0,8
101,81,36,121.2,47.8,24.7,36.0,1,0,0,11
115,89,28,147.4,65.0,28.1,47.4,0,0,1,10
96,73,20,92.2,44.1,16.7,27.0,0,1,0,8
76,54,16,42.1,17.3,8.4,14.0,0,1,0,8
74,56,18,51.3,25.1,12.9,12.9,0,1,0,6
106,82,29,165.1,75.0,40.8,49.0,1,0,0,9
95,73,21,83.5,32.9,19.8,25.4,0,1,0,7
113,86,30,164.3,66.4,33.7,58.0,0,1,0,11
95,77,29,123.5,47.0,21.6,43.0,0,0,1,14
77,56,25,48.8,20.4,7.6,17.0,0,1,0,6
130,105,41,285.5,138.0,61.2,87.1,0,0,1,13
103,77,22,115.7,50.6,32.0,28.0,0,0,1,8
116,92,27,185.2,80.5,41.6,55.0,1,0,0,8
105,83,30,143.1,47.1,34.2,54.0,1,0,0,13
121,96,30,215.8,90.1,56.7,58.6,1,0,0,10
105,82,26,137.5,68.7,29.9,35.3,0,0,1,9
121,94,32,216.7,108.1,44.3,55.0,1,0,0,12
118,90,32,199.6,89.0,42.8,60.2,0,0,1,9
125,100,33,257.6,114.6,60.7,63.0,1,0,0,9
101,77,22,131.0,63.7,30.0,37.0,0,0,1,9
98,73,26,136.7,33.0,26.3,41.0,1,0,0,21
117,93,38,234.2,78.1,47.1,80.0,0,0,1,17
88,67,23,84.3,34.6,15.3,22.6,0,1,0,7
88,70,24,75.0,28.5,19.3,23.0,0,1,0,9
95,84,32,141.9,70.0,30.1,36.9,0,1,0,8
70,53,17,34.7,15.5,6.8,11.2,0,1,0,6
56,41,11,22.7,9.0,5.5,6.7,0,1,0,7
125,99,32,246.8,126.7,38.4,70.0,1,0,0,13
104,92,30,203.8,104.6,39.7,50.8,1,0,0,7
112,85,28,183.5,80.1,39.5,52.0,0,1,0,10
107,86,31,156.9,65.7,33.8,49.0,0,0,1,10
100,79,30,142.9,64.7,34.6,39.0,1,0,0,9
92,71,26,91.6,38.4,21.1,26.0,1,0,0,13
128,100,34,303.5,138.6,65.2,81.8,1,0,0,11
80,64,22,70.6,28.1,19.7,20.0,1,0,0,8
110,89,29,156.6,60.9,31.4,53.0,0,1,0,11
134,106,45,312.3,126.0,97.4,74.5,1,0,0,11
131,108,43,311.1,139.0,59.2,88.8,1,0,0,11
89,70,23,72.3,31.3,13.9,23.4,0,0,1,8
117,93,31,182.9,91.1,39.3,47.0,0,0,1,9
99,78,30,170.6,65.7,37.8,54.0,0,0,1,14
120,82,29,187.8,89.5,39.2,53.6,0,0,1,8
121,98,31,230.6,100.6,50.1,59.0,0,0,1,15
84,61,18,65.6,33.6,12.3,16.4,0,1,0,6
131,104,40,309.5,142.6,62.8,93.2,1,0,0,9
114,90,35,191.1,76.0,33.3,59.0,1,0,0,18
91,73,22,77.0,33.2,9.2,26.9,1,0,0,13
130,102,31,237.8,96.6,55.6,72.9,1,0,0,13
131,100,44,271.8,128.4,65.1,81.0,1,0,0,13
88,68,26,83.9,30.6,23.1,26.0,1,0,0,10
62,48,18,29.1,12.1,6.3,9.0,0,1,0,7
37,27,9,6.4,2.2,1.3,2.0,0,1,0,4
94,69,24,73.7,30.5,12.3,25.0,0,1,0,8
119,95,32,228.1,109.4,46.2,54.2,1,0,0,6
112,89,31,244.8,111.3,64.5,53.9,1,0,0,10
94,71,25,99.8,42.0,19.7,31.0,0,1,0,8
106,87,31,139.8,57.6,31.9,41.0,0,0,1,10
90,67,25,89.5,43.3,25.2,22.0,0,0,1,6
120,95,30,201.5,88.5,44.2,56.0,1,0,0,15
57,43,14,21.5,10.2,4.5,5.4,0,1,0,6
114,93,31,193.7,89.2,52.2,51.0,1,0,0,9
117,84,31,196.9,88.4,43.1,57.5,1,0,0,13
97,73,24,117.7,54.0,26.2,35.0,1,0,0,9
128,101,35,263.7,123.7,60.4,66.3,1,0,0,9
127,102,35,242.5,114.7,52.2,72.0,1,0,0,14
69,57,20,44.5,17.3,11.6,15.0,0,1,0,8
95,73,23,98.0,44.6,24.7,26.7,0,1,0,9
110,93,30,216.4,71.5,38.8,38.0,1,0,0,14
109,82,25,138.7,59.5,29.2,42.0,1,0,0,11
60,48,18,32.2,14.5,7.8,10.0,0,0,1,6
110,88,27,168.7,86.8,39.9,37.0,1,0,0,8
96,80,25,151.8,42.5,35.8,48.0,1,0,0,15
72,59,26,55.3,17.9,11.4,20.1,0,0,1,10
108,85,28,148.4,64.0,27.9,50.0,0,1,0,9
117,90,29,196.7,96.9,48.4,44.0,1,0,0,9
130,109,35,304.9,118.0,65.2,99.0,1,0,0,10
108,86,34,167.2,74.5,36.3,48.0,0,1,0,9
108,87,28,146.9,66.0,31.9,42.6,0,0,1,9
136,104,37,308.2,119.7,79.0,91.5,1,0,0,10
126,101,36,254.4,120.5,59.0,63.0,0,1,0,11
94,74,24,115.9,58.6,45.4,28.0,0,0,1,9
49,41,12,15.3,6.8,2.8,4.3,0,1,0,4
102,80,28,162.9,91.8,39.3,39.0,1,0,0,10
115,88,25,170.3,91.1,34.3,39.3,0,1,0,9
56,40,15,24.5,10.9,2.3,7.0,0,1,0,5
117,91,45,211.0,76.3,44.2,73.0,0,0,1,15
94,75,24,120.3,55.3,29.1,27.0,1,0,0,8
109,87,27,154.3,74.4,29.6,45.4,0,1,0,8
55,39,14,17.5,6.9,4.4,5.1,0,1,0,4
96,71,25,98.8,47.7,16.7,30.0,0,1,0,9
135,105,37,317.4,138.7,67.2,79.0,0,0,1,13
66,51,19,37.5,14.7,9.0,12.0,0,0,1,7
112,88,31,194.1,86.3,52.6,51.0,1,0,0,9
56,42,13,22.2,8.5,5.7,6.0,0,1,0,6
109,86,33,160.4,58.7,36.6,56.0,1,0,0,11
92,72,23,95.1,42.1,21.0,32.0,1,0,0,8
117,91,33,199.6,69.0,49.9,63.0,1,0,0,12
66,41,19,31.9,15.4,6.4,8.7,0,1,0,5
134,101,35,202.9,87.5,54.2,74.9,1,0,0,10
98,72,22,100.1,32.2,21.4,39.0,1,0,0,17
95,73,24,106.0,50.1,19.5,32.5,0,1,0,10
125,96,29,217.0,92.9,48.9,65.4,0,0,1,10
102,79,26,120.5,56.2,28.6,32.4,0,1,0,7
116,92,31,206.7,93.8,44.5,59.0,0,0,1,10
89,68,24,89.5,38.6,20.7,26.0,0,0,1,9
88,70,22,76.1,31.5,17.9,23.0,0,1,0,6
131,104,34,228.9,106.0,44.6,69.6,0,0,1,9
126,98,34,243.1,92.5,40.9,62.1,1,0,0,10
74,56,19,53.1,24.4,10.4,16.0,0,1,0,7
110,80,27,143.4,66.3,29.9,44.2,0,1,0,9
105,73,34,192.1,87.6,44.5,55.2,0,0,1,10
80,61,20,68.3,35.2,12.5,17.3,0,1,0,7
101,77,29,135.5,47.2,35.8,40.0,0,0,1,15
124,102,30,291.2,116.2,57.5,64.0,1,0,0,13
112,83,29,170.4,86.0,37.7,41.0,0,0,1,8
122,97,34,220.1,102.5,45.8,61.0,1,0,0,11
70,53,18,45.1,19.9,9.7,14.0,0,0,1,7
108,79,27,131.1,54.1,31.0,38.4,0,1,0,9
99,77,27,141.8,42.2,27.5,52.4,0,0,1,12
108,85,32,189.1,73.5,40.1,59.0,1,0,0,9
114,88,29,176.3,72.1,39.1,54.7,0,0,1,10
62,48,21,57.7,23.6,13.0,16.6,0,1,0,6
54,39,13,21.3,9.5,4.5,5.7,0,1,0,5
117,92,29,169.3,67.8,33.4,59.0,0,1,0,10
78,56,25,112.8,60.7,19.1,28.6,0,0,1,7
71,58,18,65.5,26.8,17.2,18.0,0,0,1,9
106,76,25,123.2,58.4,22.6,37.0,0,1,0,8
115,90,27,184.3,70.8,41.8,47.3,0,0,1,9
126,102,34,237.7,98.3,61.3,69.6,0,0,1,7
103,80,24,131.8,54.1,35.8,34.0,0,1,0,13
106,79,23,113.7,49.8,27.5,32.2,1,0,0,9
101,81,22,125.0,61.0,32.0,35.0,0,0,1,9
100,81,31,154.4,69.2,30.7,49.0,0,0,1,12
86,68,22,76.4,30.8,19.1,21.8,1,0,0,8
62,45,15,31.0,13.0,7.4,7.3,0,1,0,6
92,72,20,92.7,46.5,18.6,23.0,0,1,0,7
120,100,34,226.0,88.1,53.4,67.0,1,0,0,11
73,54,18,43.1,20.1,9.8,13.1,0,1,0,6
107,92,29,157.5,67.9,40.1,40.0,1,0,0,8
117,92,30,200.7,100.6,42.1,50.3,1,0,0,11
96,76,26,123.5,60.0,28.4,35.0,0,0,1,12
127,101,34,283.0,121.0,59.4,73.0,1,0,0,15
88,66,23,80.1,28.6,22.6,24.0,1,0,0,8
126,100,31,201.0,73.4,39.8,72.0,1,0,0,16
93,75,22,100.0,42.0,22.6,30.1,0,0,1,8
126,100,32,244.0,98.1,60.0,69.0,1,0,0,14
77,58,18,47.3,20.0,10.1,15.2,0,1,0,8
100,77,22,119.2,60.3,20.8,30.2,0,1,0,8
110,89,31,198.1,108.8,35.6,43.6,1,0,0,9
119,92,31,206.0,85.5,41.4,66.1,0,0,1,10
120,92,30,247.0,120.5,54.8,58.0,1,0,0,8
94,70,20,95.5,37.7,17.7,35.0,0,0,1,8
77,60,19,60.4,30.4,12.3,14.7,0,1,0,7
75,57,18,50.9,23.8,11.9,13.5,0,1,0,6
64,48,16,36.0,16.0,7.7,11.0,0,0,1,6
109,82,28,148.1,71.3,35.5,40.6,1,0,0,9
117,90,27,171.0,75.9,37.4,52.0,0,1,0,9
99,76,24,102.4,46.6,24.1,27.2,0,1,0,7
115,94,37,197.0,74.9,43.5,71.0,0,0,1,10
120,100,32,224.4,101.9,51.2,61.8,1,0,0,10
82,60,20,60.2,24.8,13.8,18.0,0,0,1,9
129,97,30,230.2,118.7,46.3,58.6,1,0,0,12
64,49,16,31.7,12.7,6.5,10.0,0,1,0,13
69,55,19,39.9,15.1,10.7,14.0,0,1,0,6
85,65,21,79.5,36.3,16.2,23.5,0,1,0,7
109,82,28,147.4,69.8,30.0,42.4,0,0,1,9
61,44,14,28.2,12.4,6.2,7.4,0,1,0,5
106,83,29,188.8,76.9,37.0,53.0,0,1,0,21
103,78,25,114.1,47.6,25.3,37.0,0,1,0,8
130,104,31,273.6,123.7,57.6,73.0,0,0,1,9
78,60,18,61.1,28.6,12.9,17.0,0,0,1,9
109,84,26,175.8,74.8,33.9,46.0,0,0,1,13
94,71,26,109.3,40.1,25.2,37.0,1,0,0,14
100,81,28,123.1,48.2,27.1,41.0,0,0,1,9
115,89,34,204.5,109.8,43.5,45.6,0,0,1,9
85,63,19,73.5,37.3,13.5,19.7,0,1,0,7
